PPN	EPN	Jahr	Verfasser	Titel	Umfang	Hinweise	Einband	Signatur	Link
688438458	1298558077	1729	Reimann, Johann Balthasar *1702-1749* ; ID: gnd/132281511	[Stammbuch Johann Balthasar Reymann]	133 Bl.	Enth. auch zahlr. leere Bl.	Einband: Kalbleder mit Goldprägung, Rand dunkelbraun, Mittelfeld hellbraun mit Goldprägung 'I. B. R. || 1729', Rückenvergoldung. Goldschnitt, an Kapital und Kanten punziert. Spiegel Wellenmarmorpapier.	Stb 494	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1370634250
688438555	1298558190	1703	Olearius, Johann Gottfried *1680-1765* ; ID: gnd/132862794	[Stammbuch Johann Gottfried Olearius]	109 Bl.		Einband: Gelbes Buntpapier (19./20. Jh.).	Stb 504	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1371850488
688438636	1298558271	1790	Mueller, ... ; ID: gnd/1031270353	[Stammbuch Mueller]	125 Bl.		Einband: Braunmarmoriertes Rindleder mit schmaler Goldleiste, kleinen Rosenknospenpaaren, Urnen auf Vorder- und Rückdeckel, Rückenvergoldung (Ziegelstein- und Mäandermuster), 'Denkmal || der || Freundſchaft.' (dunkelgrünes Lederrückenschild), Steh- und Innenkantenvergoldung (Mäander mit kleinen Sonnenradstempeln). Spiegel und Vorsätze honigfarben gestrichenes Papier	Stb 512	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1378608798
68843875X	1298558395	1730	Hövet, August ; ID: gnd/1031688722	[Stammbuch August Hövet]	115 Bl.	Enth. auch leere Bl.	Einband: Braunes Kalbleder in der Art von Kiebitzpapier gesprenkelt. Goldschnitt. Spiegel Wellenmarmorpapier.	Stb 524	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1378908309
688438873	1298558522	1644	Fuhrmann, Christian ; ID: gnd/1048483266	[Stammbuch Christian Fuhrmann]	192 Bl.		Einband: Geglättetes Pergament (sogenannter Bauerneinband), mit Streicheisenlinien, Eckfleurons, Prägung dunkel eingefärbt (ehemals Gold?), 'C F C S' (Vorderdeckel), '1644' (Rückdeckel); am Rückdeckel ein Lederband (62,5 cm), Rückenerneuert. Punzierter Goldschnitt, stark nachgedunkelt. In den Spiegeln Kupferstiche von Wappen: gekrönter Doppeladler mit Reichsapfel (heraldisch links), Szepter und Schwert (heraldisch rechts), Wappen mit rot-weiß-rotem Bindenschild, (Vorderdeckel); gespaltener, ovaler, kursächsischer Wappenschild in Kartusche: heraldisch links Rautenkranz, heraldisch rechts Kurschwerter, darüber Kurhut (Rückdeckel).	Stb 536	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1563613220
688438946	1298558603	1784	Kelp, Konrad Franziskus *1764-1789* ; ID: gnd/1032348976	[Stammbuch Konrad Franziskus Kelp]	325 S.	Enth. auch leere Bl.	Einband: Braungeflecktes Kalbleder mit Goldprägung, Rückenvergoldung. Goldschnitt, am Kapital punziert. Spiegel und Vorsätze großgemustertes Wellenmarmorpapier in Pastellfarben.	Stb 544	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1382925883
688439195	1298558867	1727	Doener, Ernst Friedrich ; ID: gnd/1033204226	[Stammbuch Ernst Friedrich Doener]	182 Bl.	Enth. überw. leere Bl.	Einband: Gesprenkeltes Kalbleder. Goldschnitt. Spiegel und Vorsätze mehrfarbiges Kleisterpapier.	Stb 571	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1401708765
688439217	1298558883	1576	Rudolph, Peter ; ID: gnd/1076009328	[Stammbuch Peter Rudolph]	149 S. [i.e. 249], 3 Bl.	Paginierfehler: S. 59 [i.e. 39], S. 49 [i.e. 64], S. 74 [i.e. 76], S. 21 [i.e. 81], S. 80 [i.e. 98], S. 136 [i.e. 236], S. 149 [i.e. 249]	Einband: Geglättetes Pergament mit Kantenüberstand. Indigogefärbter Schnitt.	Stb 573	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1564315134or1564315436
688439500	1298559219	1704	Zindel, ... ; ID: gnd/103351747X	[Stammbuch ... Zindel]	144	Enth. auch leere Bl.	Einband: Braunes Rindleder mit Goldprägung, Rollen, Lorbeerkranz in der Mitte beider Deckel, darinn 'HAR. || DV. || Amicvs' (Vorderdeckel), '1704' (Rückdeckel), Rückenvergoldung. Goldschnitt. Spiegel und Vorätze Bronzefirnisdruck auf weinrot gestrichenem Grund.	Stb 605	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1413003354
688439616	1298559324	1691	Ebner, ... ; ID: gnd/1075731402	[Stammbuch ... Ebner]	239 Bl.	Enth. auch leere Bl.	Einband: Braunes, goldgeprägtes Kalbleder, Filete, kleiner ovaler Lorbeerkranz in der Mitte beider Deckel, Rückenvergoldung. Goldschnitt. Spiegel und Vorsätze Kamm-Marmorpapier, einige Buntpapiere zwischengeheftet.	Stb 619	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1563634244
688439942	1298559693	1636	Perisch, Hieronymus Gottfried ; ID: gnd/103672204X	[Stammbuch Hieronymus Gottfried Perisch]	36 Bl.	Enth. auch leere Bl.	Einband: Neu, braunes Leder mit Streicheisenlinien. Rotschnitt.	Stb 656	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1563610760
688440118	1298559871	1677	Götzel, Georg ; ID: gnd/1063310199	[Stammbuch Georg Götzel]	319 Seiten	Enth. auch leere Bl.	Einband: Braunes Kalbleder mit Goldprägung 'G. G. B. H.' (Vorderdeckel), Stehkantenvergoldung; punzierter Goldschnitt.	Stb 672	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1667775626
688440126	129855988X	1721	Walther, Anton Balthasar$cvon *1705-1785* ; ID: gnd/10069005X	[Stammbuch Anton Balthasar von Walther]	527 S.	Enth. auch zahlr. leere Bl.	Einband: Brauner Lederband mit ornamentaler Goldprägung. 'ABW || 1721' (Goldprägung, Vorderdeckel). Rücken restauriert. Goldschnitt. Spiegel und Vorsätze grünes Brokatpapier.	Stb 673	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1430849371
688440169	1298559928	1603	Nostitz, Georg$cvon ; ID: gnd/1152215892	[Stammbuch Georg von Nostitz]	[9], [16] Bl.		Einband: Schwarze Haifischhaut (Chagrin) über Holzdeckeln, Goldschnitt. Spuren von Metallbeschlägen.	Stb 677	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1672210127
688441890	1298561876	1735	Kittel, Johann Karl ; ID: gnd/1014875021	[Stammbuch Johann Karl Kittel]	168 Bl.	Enth. auch leere Bl.	Einband: Geglättetes, rot, grüm, schwarz und gelb gefärbtes Pergament mit peprägtem geometrischem Muster; Stehkanten geprägt. Goldschnitt. Spiegel Bronzefirnisdruck auf purpur gestrichenem Papier.	Stb 854	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1464251134
688442382	1298562481	1720	Wieland, Johann Heinrich *1691-1731* ; ID: gnd/1136095233	[Stammbuch Johann Heinrich Wieland]	160 Bl.	Enth. auch leere Bl.	Einband: Spiegel und Vorsätze patroniertes Brokatpapier, signiert: JOHAN KOCHEL (Johann Köchel, Fürth, vgl. Haemmerle 78c).	Stb 903	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1492955280
688442668	1298562775	1823	Koch, H. Theodor ; ID: gnd/1052124771	[Stammbuch H. Theodor Koch]	5 Bl.		Einband: Pappkassette in Buchform, mit braunem Steinmarmorpapier bezogen. Gelber 'Schnitt'.	Stb 931	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1499501439
688442919	1298563038	1869		[Stammbuch einer unbekannten Schülerin in Magdeburg]	62 Bl.	Enth. auch leere Bl.	Einband: Grünes, blindgeprägtes Kaliko, 'Album' Goldprägung, Vorderdeckel. Goldschnitt. Spiegel und Vorsätze weißes Moirépapier.	Stb 950	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1500244406
688444245	129856445X	1739	Körner, Johann Christian *1715-* ; ID: gnd/133050173	[Stammbuch Johann Christian Körner]	199 Bl.	Enth. auch leere Bl.	Einband: Rotes Maroquin mit Goldprägung, Filete, breite Bordüre, Stehkanten- und Rückenvergoldung, 'STAM-||BUCH' (Goldprägung, Rücken). Goldschnitt. Spiegel und vorderes Vorsatz patroniertes Brokatpapier.	Stb 1086	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1514558807
688444253	1298564468	1610	Langenhan, Valentin *1589-1672* ; ID: gnd/1075475422	[Stammbuch Valentin Langenhan]	306 Seiten	Enthält auch leere Blätter. - Mehrere Seiten herausgerissen oder -geschnitten: Seiten 1/2, 3/4, 5/6, 7/8 und 11/12	Einband: Blindgeprägtes Schweinsleder, Rahmenplatten mit rechteckigen Aussparungen im Zentrum; die stilistischen Merkmale des Plattenschnitts sprechen vor allem bei der für den VD verwendeten Platte für den Stecher der 'Lackmalereistempel' der Werkstatt Weischner. Spuren von vier grünseidenen Bindebändern. Indigogefärbter Schnitt, punziert.	Stb 1087	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1668747502
688444571	1298564816	1741	Lotzbeck, Johann Wilhelm *1720-XXXX* ; ID: gnd/1077499701	[Stammbuch Johann Wilhelm Lotzbeck]				Stb 163 V	#N/A
697268136	1303058502	1795	Kulisch, N.$cvon ; ID: gnd/1021717738	[Stammbuch N. von Kulisch]	117 Bl.	Enth. auch leere Bl.	Einband: Rotbraunes Kalblder mit Goldprägung, Rollwerkrahmen; Goldschnitt; Spiegel blaues Kleisterpapier.	Stb 1134	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1358810761
73372468X	1350540714	1608	Eugenius, Amandus ; ID: gnd/1029529795	[Stammbuch Amandus Eugenius]	104 Blätter	Enth. auch leere Bl.	Einband: dunkelbrauner Rindledereinband des frühen 17. Jahrhunderts mit blindgeprägten Zierrahmen und rautenförmigem Mittelstück; auf Vorder- und Rückdeckel Spuren von vier Schließenbändern; Goldschnitt.	Stb 1133	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1644818914
871274485	1643208470	1717	Pelargus, Christian August ; ID: gnd/1117718484	[Stammbuch Christian August Pelargus alias Storch]	348 Seiten	Enthält auch leere Blätter		Stb 1391	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1668744074
871726548	1644517973	1723	Oldekop, Georg Heinrich *1706-1742* ; ID: gnd/1154808696	[Stammbuch Georg Heinrich Oldekop]	347 Seiten	Enthält auch leere Blätter. Illustrationen sind nicht in Paginierung enthalten		Stb 1393	http://haab-digital.klassik-stiftung.de/viewer/ppnresolver?id=1668744139
